station_id,station_name,Latitude,Longitude,Elevation,Country
41151,JARIM,26.48333333,50.58333333,3,Bahrain
41152,HAWAR ISLAND,25.71666667,50.78333333,2,Bahrain
41153,KING FAHAD CAUSEWAY,26.18529,50.33084,6,Bahrain
41154,JABAL AL DUKHAN,26.03333333,50.53333333,135,Bahrain
41155,F1 (FORMULA 1),26.01666667,50.5,5,Bahrain
41156,RAS AL BAR,25.85,50.55,2,Bahrain
41160,AI RUWAIS,26.15,51.2,3,Qatar
41161,ALKHOR AIRPORT,25.61666667,51.51666667,10,Qatar
41162,ALSHEHAIMIYA,25.85,50.96666667,2,Qatar
41164,ALGUWAYRIYAH,25.83333333,51.26666667,17,Qatar
41167,DUKHAN,25.4,50.75,4,Qatar
41170,DOHA INTERNATIONAL AIRPORT,25.25,51.56666667,11,Qatar
41171,QATAR UNIVERSITY,25.38333333,51.48333333,23,Qatar
41173,ALWAKRAH,25.18333333,51.61666667,5,Qatar
41175,ALKARANAA,25,51.03333333,47,Qatar
41176,UMM SAID,24.95,51.56666667,5,Qatar
41177,TURAYNA,24.71666667,51.21666667,45,Qatar
41178,ABU SAMRA,24.75,50.81666667,5,Qatar
41184,RAS AL KHAIMAH INTERNATIONAL AIRPORT,25.61666667,55.93333333,31,United Arab Emirates (UAE)
41194,DUBAI INTERNATIONAL AIRPORT,25.25,55.33333333,8,United Arab Emirates (UAE)
41196,SHARJAH INTERNATIONAL AIRPORT,25.33333333,55.51666667,35,United Arab Emirates (UAE)
41200,DUBAI WORLD CENTRAL-DWC,24.89694444,55.16111111,19,United Arab Emirates (UAE)
41216,ABU DHABI BATEEN AIRPORT,24.43333333,54.46666667,5,United Arab Emirates (UAE)
41217,ABU DHABI INTERNATIONAL AIRPORT,24.43333333,54.65,16,United Arab Emirates (UAE)
41218,AL AIN INTERNATIONAL AIRPORT,24.26666667,55.6,265,United Arab Emirates (UAE)
41240,KHASAB PORT,26.21050056,56.24400022,4,Oman
41242,DIBA,25.61562756,56.24732322,10,Oman
41244,BURAIMI,24.23380989,55.91546911,372,Oman
41245,MADHA,25.29182212,56.34582222,32,Oman
41246,SOHAR MAJIS,24.46744412,56.64442832,2,Oman
41247,SOHAR AIRPORT,24.397556,56.61703011,30,Oman
41248,YANQUL,23.68752212,56.45552211,647,Oman
41249,QUMAIRA,23.93202822,56.20072221,633,Oman
41250,SUNAYNAH,23.72258312,55.90597222,257,Oman
41252,IBRI,23.19541722,56.42944432,323,Oman
41253,RUSTAQ,23.40925022,57.42861121,322,Oman
41254,SAIQ,23.07485822,57.648679,1990,Oman
41255,NIZWA,22.85907522,57.54629432,462,Oman
41256,MUSCAT INT'L AIRPORT,23.60867321,58.26145921,2,Oman
41257,SAMAIL,23.25444111,57.92753211,430,Oman
41258,Sultan Qaboos Port,23.62745312,58.57241401,2,Oman
41260,SHINAS,24.73007201,56.46006022,2,Oman
41261,MHADHA,24.53802212,56.04901122,560,Oman
41262,FAHUD AIRPORT,22.34753522,56.49026078,167,Oman
41264,ADAM AIRPORT,22.49982422,57.37,328,Oman
41265,IBRA,22.80955456,58.46051178,516,Oman
41266,SAHAM,24.15052002,56.83560221,18,Oman
41267,QALHAT,22.66540012,59.40191712,11,Oman
41268,SUR,22.51543512,59.43368522,41,Oman
41269,AL AWABI,23.33385401,57.50338212,445,Oman
41270,RAS AL HADD,22.30122811,59.81748012,43,Oman
41271,LIWA,24.51532121,56.54041112,23,Oman
41272,SUWAIQ,23.82651922,57.28013122,39,Oman
41274,KHABOURAH,23.95170012,57.06870002,19,Oman
41275,Ghaba Qarn Alam Airport,21.37545012,57.05363421,133,Oman
41276,UMZAMAIM,20.79472222,57.11650022,128,Oman
41278,MUSCAT CITY,23.563345,58.60180911,49,Oman
41279,BAWSHAR,23.48438011,58.254351,145,Oman
41280,AL AMERAT,23.500811,58.480835,105,Oman
41282,AL HAMRA,23.09502001,57.34350002,822,Oman
41284,IZKI,22.89150021,57.76460001,508,Oman
41285,BID BID,23.459,58.1666,119,Oman
41286,WADI AL MAAWIL,23.50296801,57.856301,170,Oman
41287,JOBA MHOUT,20.86796711,58.24750532,35,Oman
41288,MASIRAH,20.67150912,58.88894922,19,Oman
41290,BUKHA,26.14014122,56.14352221,21,Oman
41291,DUQM AIRPORT,19.50937221,57.65608222,104,Oman
41292,AL MUDHAIBI,22.51152821,58.12472222,378,Oman
41293,BIDIYA,22.46282856,58.85467589,316,Oman
41295,YAALONI,19.94433333,57.10255622,156,Oman
41297,WADI BANI KHALID,22.602895,59.07466411,629,Oman
41298,AL QABIL,22.595238,58.64821901,356,Oman
41299,DAMA WA ATTAIYYIN,23.05967002,58.59149112,367,Oman
41301,HAIMA,20.05786178,56.38325033,146,Oman
41302,AL JAZIR,18.58290012,56.58760221,6,Oman
41304,MARMUL AIRPORT,18.14107822,55.18047012,273,Oman
41306,DHALQUT,16.712211,53.213248,784,Oman
41307,TAQAH,17.041878,54.35173,24,Oman
41308,MUQSHIN,19.565554,54.885575,132,Oman
41309,MIRBAT,16.96587611,54.773216,16,Oman
41310,SHALIM,17.88866211,55.62589111,6,Oman
41311,AL MAZYUNAH,17.83870111,52.6472832,513,Oman
41312,MINA SALALAH,16.93450012,54.00825023,25,Oman
41314,THUMRAIT,17.68099422,54.02413122,448,Oman
41315,QAIROON HAIRITI,17.25274322,54.08909112,881,Oman
41316,SALALAH AIRPORT,17.034636,54.07368422,20,Oman
41317,AL HALLANIYYAT,17.497136,55.96486221,3,Oman
41318,SADAH,17.100482,55.056317,88,Oman
41506,CHITRAL,35.85,71.83333333,1499,Pakistan
41508,DIR,35.2,71.85,1369,Pakistan
41515,DROSH,35.56666667,71.78333333,1464,Pakistan
41516,GILGIT,35.91666667,74.33333333,1453,Pakistan
41517,SKARDU,35.3,75.68333333,2180,Pakistan
41518,BUNJI,35.66666667,74.63333333,1469,Pakistan
41519,CHILLAS,35.41666667,74.1,1249,Pakistan
41523,SAIDU SHARIF,34.73333333,72.35,950,Pakistan
41529,PESHAWAR,34.03333333,71.93333333,329,Pakistan
41531,BATTAL,34.58333333,73.15,1676,Pakistan
41532,MUZAFFAR ABAD,34.36666667,73.48333333,2301,Pakistan
41533,RISALPUR,34.06666667,71.98333333,315,Pakistan
41534,AGROMET OBSERVATORY FFWS MARDAN,34.31,71.52,356,Pakistan
41535,KAKUL,34.18333333,73.25,1308,Pakistan
41536,BALAKOT,34.38333333,73.35,980,Pakistan
41560,PARACHINAR,33.86666667,70.08333333,1725,Pakistan
41564,KOHAT,33.56666667,71.43333333,511,Pakistan
41565,CHERAT,33.81666667,71.88333333,1371,Pakistan
41571,ISLAMABAD AIRPORT,33.61666667,73.1,507,Pakistan
41573,MURREE,33.54,73.23,2041.8,Pakistan
41592,MIANWALI,32.55,71.51666667,210,Pakistan
41594,SARGODHA (41594-0),32.05,72.66666667,187,Pakistan
41596,MET. OBSERVATORY GUJRANWALA,32.36666667,74.35,226.76,Pakistan
41598,JHELUM,32.93333333,73.71666667,232,Pakistan
41600,SIALKOT,32.5,74.53333333,255,Pakistan
41620,ZHOB,31.35,69.46666667,1405,Pakistan
41624,DERA ISMAIL KHAN,31.81666667,70.91666667,172,Pakistan
41630,FAISALABAD,31.43333333,73.1,183,Pakistan
41640,LAHORE CITY,31.55,74.33333333,214,Pakistan
41641,LAHORE AIRPORT,31.51666667,74.4,216,Pakistan
41652,DERA GHAZI KHAN,30.05,70.63333333,123,Pakistan
41660,QUETTA AIRPORT,30.25,66.88333333,1587,Pakistan
41661,QUETTA (SHEIKH MANDA),30.26666667,66.91666667,1620,Pakistan
41675,MULTAN,30.2,71.43333333,122,Pakistan
41678,BAHAWALNAGAR,29.95,73.25,162,Pakistan
41680,SAHIWAL,30.67,73.1,172,Pakistan
41685,BARKHAN,29.88333333,69.71666667,1097,Pakistan
41696,KALAT,29.03333333,66.58333333,2015,Pakistan
41697,SIBI,29.55,67.88333333,133,Pakistan
41700,BAHAWALPUR,29.4,71.78333333,112,Pakistan
41710,NOKKUNDI,28.81666667,62.75,682,Pakistan
41712,DAL BANDIN,28.88333333,64.4,848,Pakistan
41715,JACOBABAD,28.3,68.46666667,55,Pakistan
41718,KHANPUR,28.65,70.68333333,87,Pakistan
41724,SUKKUR,27.42,68.52,53,Pakistan
41725,ROHRI,27.66666667,68.9,67,Pakistan
41739,PANJGUR,26.96666667,64.1,980,Pakistan
41742,MO LASBELLA,26.14,66.19,88,Pakistan
41744,KHUZDAR,27.83333333,66.63333333,1231,Pakistan
41746,PADIDAN,26.85,68.13333333,46,Pakistan
41747,MOEN-JO-DARO,27.22,68.08,52.1,Pakistan
41748,MET OBSERVATORY LARKANA,27.32,68.12,53,Pakistan
41749,NAWABSHAH,26.25,68.36666667,37,Pakistan
41756,JIWANI,25.06666667,61.8,56,Pakistan
41759,PASNI,25.26666667,63.48333333,4,Pakistan
41764,HYDERABAD,25.38333333,68.41666667,28,Pakistan
41768,CHHOR,25.51666667,69.78333333,5,Pakistan
41780,KARACHI AIRPORT,24.9,67.13333333,21,Pakistan
41781,KARACHI MASROOR,24.9,66.93333333,11,Pakistan
41782,KARACHI MANORA,24.8,66.98333333,2,Pakistan
41785,BADIN,24.63333333,68.9,10,Pakistan
41786,MITHI,24.45,69.48,30,Pakistan
41858,SAIDPUR,25.75,88.91666667,39,Bangladesh
41859,RANGPUR,25.73333333,89.23333333,33,Bangladesh
41863,DINAJPUR,25.65,88.68333333,36,Bangladesh
41883,BOGRA,24.85,89.36666667,18,Bangladesh
41884,JAMALPUR,24.93333333,89.95,18,Bangladesh
41886,MYMENSINGH,24.71666667,90.43333333,18,Bangladesh
41891,SYLHET,24.9,91.88333333,34,Bangladesh
41895,RAJSHAHI,24.36666667,88.7,17,Bangladesh
41898,SERAJGONJ,24.45,89.7,13,Bangladesh
41907,ISHWARDI,24.13333333,89.05,13,Bangladesh
41915,SRIMANGAL,24.3,91.73333333,22,Bangladesh
41922,"KURMITOLA, DIA",23.85,90.4,9,Bangladesh
41923,DHAKA,23.76666667,90.38333333,8,Bangladesh
41926,CHUADANGA,23.65,88.81666667,11.58,Bangladesh
41929,FARIDPUR,23.6,89.85,8,Bangladesh
41933,COMILLA,23.43333333,91.18333333,9,Bangladesh
41936,JESSORE,23.18333333,89.16666667,6,Bangladesh
41939,MADARIPUR,23.16666667,90.18333333,7,Bangladesh
41941,CHANDPUR,23.26666667,90.7,6,Bangladesh
41943,FENI (41943-0),23.03333333,91.41666667,6,Bangladesh
41946,SATKHIRA,22.71666667,89.08333333,4,Bangladesh
41947,KHULNA,22.78333333,89.53333333,3,Bangladesh
41950,BARISAL,22.75,90.36666667,3,Bangladesh
41951,BHOLA,22.68333333,90.65,4,Bangladesh
41953,MAIJDICOURT,22.86666667,91.1,5,Bangladesh
41958,MONGLA,22.6,89.5,1.8,Bangladesh
41960,PATUAKHALI,22.33333333,90.33333333,2,Bangladesh
41963,HATIA,22.43333333,91.1,2,Bangladesh
41964,SANDWIP,22.48333333,91.43333333,2,Bangladesh
41965,SITAKUNDU,22.58333333,91.7,6,Bangladesh
41966,RANGAMATI,22.53333333,92.2,63,Bangladesh
41967,KAPTAI,22.48333333,92.23333333,26,Bangladesh
41977,CHITTAGONG (AMBAGAN),22.35,91.81666667,33,Bangladesh
41978,CHITTAGONG (PATENGA),22.26666667,91.81666667,4,Bangladesh
41984,KHEPUPARA,21.98333333,90.23333333,2,Bangladesh
41989,KUTUBDIA,21.81666667,91.85,2,Bangladesh
41992,COX'S BAZAR,21.43333333,91.93333333,2,Bangladesh
41998,TEKNAF,20.86666667,92.3,5,Bangladesh
42026,GULMARG,34.05,74.4,2651.7,India
42027,SRINAGAR (42027-0),34.08333333,74.83333333,1585,India
42029,SONAMARG,34.31666667,75.31666667,2515,India
42030,DRAS,34.43333333,75.76666667,3120,India
42042,SRINAGAR (42042-0),33.98333333,74.78333333,1664,India
42044,QAZI GUND,33.58333333,75.08333333,1690,India
42045,BANIHAL,33.5,75.16666667,1624,India
42056,JAMMU,32.6667,74.8333,415,India
42059,DALHOUSIE,32.53333333,75.96666667,1957,India
42060,KATHUA,32.33333333,75.5,380,India
42062,DHARMSALA,32.26666667,76.38333333,1211,India
42063,KYELONG,32.58333333,77.06666667,3166,India
42065,MANALI,32.23295,77.19146389,1857,India
42071,AMRITSAR,31.63333333,74.86666667,229,India
42074,KAPURTHALA,31.33333333,75.33333333,229,India
42077,UNA (42077-0),31.46666667,76.26666667,368,India
42078,MANDI,31.71666667,76.96666667,760,India
42079,SUNDERNAGAR,31.53333333,76.9,874,India
42080,BILASPUR (42080-0),31.25,76.66666667,595,India
42081,BHUNTAR,31.83333333,77.16666667,1084,India
42083,SHIMLA,31.1,77.17,2270,India
42096,FEROZEPUR,30.91666667,74.66666667,199,India
42097,BHATINDA,30.16666667,74.58333333,207,India
42099,LUDHIANA,30.86666667,75.93333333,255,India
42101,PATIALA,30.33333333,76.46666667,251,India
42103,AMBALA,30.38333333,76.76666667,273,India
42104,NAHAN,30.4,76.76666667,958,India
42105,CHANDIGARH,30.73333333,76.88333333,346.9,India
42107,DHARMPUR,30.9,77.01666667,1469,India
42108,UTTARKASHI,30.73333333,78.45,1200,India
42110,PAURI,30.15,78.78333333,1845,India
42111,DEHRADUN,30.2833,78.0833,644,India
42112,MUSSOORIE,30.45,78.08333333,2006,India
42114,NEW TEHRI,30.3833,78.4333,1931,India
42115,MANA 2,30.78333333,79.5,3230,India
42116,JOSHIMATH,30.55,79.56666667,1875,India
42117,CHAMOLI,30.4,79.33333333,1160,India
42121,MUNSYARI,30.11666667,80.25,2202,India
42122,ANUPGARH,29.16666667,73.16666667,153,India
42123,GANGANAGAR,29.91666667,73.88333333,173,India
42131,HISSAR,29.16666667,75.73333333,209,India
42135,SANGRUR,30.16666667,75.83333333,236,India
42137,KARNAL,29.7,77.03333333,248,India
42139,MEERUT,28.966667,77.733333,221.89,India
42140,ROORKEE,29.85,77.88333333,261,India
42143,NAJIBABAD,29.6167,78.3833,269,India
42146,NAINITAL,29.4,79.46666667,1953,India
42147,MUKTESHWAR KUMAON,29.4667,79.65,2311,India
42148,PANTNAGAR,29.03333333,79.46666667,233,India
42151,DHARCHULA,29.85,80.53333333,817,India
42165,BIKANER,28,73.3,223,India
42170,CHURU,28.25,74.91666667,290,India
42174,PILANI,28.33333333,75.58333333,300,India
42176,ROHTAK,28.83333333,76.58333333,219,India
42177,NARNAUL,28,76.08333333,306,India
42178,GURGAON,28.41666667,77,223,India
42181,NEW DELHI/PALAM,28.55631,77.094,225,India
42182,NEW DELHI/SAFDARJUNG,28.58333333,77.2,211,India
42183,BULANDSHAHR,28.4,77.8667,218,India
42187,MORADABAD,28.83333333,78.75,202,India
42188,RAMPUR,28.75,79,191,India
42189,BAREILLY,28.3667,79.4,167,India
42190,PILIBHIT,28.63333333,79.8,187,India
42206,HALDIA,22.06666667,88.06666667,11,India
42209,TADONG,27.32201,88.602014,1320,India
42216,ALONG,28.16666667,94.8,1768,India
42220,PASIGHAT,28.1,95.38333333,157,India
42237,PHALODI,27.13333333,72.36666667,233,India
42242,NAGAUR,27.16666667,73.66666667,297,India
42249,SIKAR,27.61666667,75.13333333,431,India
42255,ALWAR,27.5,76.58333333,270,India
42257,MATHURA,27.5,77.68333333,172,India
42258,BHARATPUR,27.21666667,77.5,175,India
42260,AGRA (42260-0),27.15,77.96666667,168,India
42261,AGRA (42261-0),27.16666667,78.03333333,168,India
42262,ALIGARH,27.88333333,78.06666667,186,India
42265,MAINPURI,27.23333333,79.05,156,India
42266,SHAHJAHANPUR,27.88333333,79.9,155,India
42270,KHERI,27.9,80.8,145,India
42271,HARDOI,27.3833,80.1667,141,India
42273,BAHRAICH,27.56775,81.593893,123,India
42274,GONDA,27.13333333,81.96666667,108,India
42279,BASTI,26.8,82.73333333,89,India
42282,NAUTANWA,27.43333333,83.41666667,98,India
42295,DARJEELING,27.05,88.2667,2128,India
42296,KALIMPONG,27.06666667,88.46666667,1206,India
42299,GANGTOK,27.33333333,88.61666667,1756,India
42305,BOMDILA,27.41666667,92.85,2484,India
42309,NORTH LAKHIMPUR,27.23333333,94.11666667,102,India
42311,SIBSAGAR,26.98333333,94.63333333,95,India
42312,ZIRO,27.91666667,94.8,1476,India
42314,DIBRUGARH /MOHANBARI,27.48333333,95.01666667,112,India
42316,DIGBOI,27.38333333,95.61666667,143,India
42328,JAISALMER,26.9,70.91666667,231,India
42339,JODHPUR,26.3,73.01666667,217,India
42343,AJMER,26.45,74.61666667,486,India
42348,JAIPUR / SANGANER,26.81666667,75.8,383,India
42349,TONK,26.16666667,75.75,271,India
42353,SUPAUL (42353-0),26.13333333,86.58333333,49.6,India
42354,DHOLPUR,26.66666667,77.83333333,175,India
42358,BHIND,26.56666667,78.8,168,India
42361,GWALIOR,26.23333333,78.25,205,India
42364,ETAWAH,26.7333,78.9833,151,India
42366,KANPUR,26.4333,80.3667,125,India
42367,KANPUR/CHAKERI,26.4,80.4,123,India
42368,LUCKNOW,26.86666667,80.93333333,111,India
42369,LUCKNOW/AMAUSI,26.75,80.8833,122,India
42372,FURSATGANJ,26.25,81.3667,107,India
42374,FAIZABAD (42374-0),26.75,82.08333333,101,India
42375,SULTANPUR,26.25,82,96,India
42379,GORAKHPUR,26.75,83.3667,78.3,India
42381,AZAMGARH,26.05,83.21666667,76.5,India
42382,RAXAUL,26.98333333,84.85,81,India
42383,MOTIHARI,26.66666667,84.91666667,66,India
42387,MUZAFFARPUR,26.11666667,85.4,53,India
42390,MUZAFFARPUR AERODROME,26.11666667,85.31666667,53,India
42391,DARBHANGA,26.16666667,85.9,49.1,India
42395,FORBESGANJ,26.3,87.26666667,60.7,India
42398,SILIGURI (42398-0),26.63333333,88.31666667,126,India
42399,JALPAIGURI,26.53333333,88.71666667,83,India
42403,COOCH BEHAR,26.33333333,89.46666667,43,India
42404,DHUBRI,26.01666667,89.98333333,35,India
42407,GOALPARA,26.18333333,90.63333333,38,India
42408,RANGIA,26.43333333,91.61666667,60,India
42409,TANGLA,26.65,91.91666667,65,India
42410,GUWAHATI,26.1,91.58333333,54,India
42413,MAJBAT,26.75,92.35,120,India
42414,CHAPARMUKH,26.2,92.51666667,66,India
42415,TEZPUR,26.61666667,92.78333333,79,India
42416,TEZPUR/BINDUKURI,26.71666667,92.8,71,India
42419,GOHPUR,26.83333333,93.58333333,81.2,India
42420,GOLAGHAT,26.51666667,93.98333333,95,India
42423,PET JORHAT,26.73333,94.1666,88,India
42426,TUENSANG,26.26666667,94.81666667,1608,India
42435,BARMER,25.75,71.38333333,193,India
42439,JALORE,25.35,72.61666667,167,India
42441,ERINPURA /JAWAI DAM SITE,25.08333333,73.08333333,294,India
42447,BHILWARA,25.35,74.63333333,420,India
42450,BUNDI,25.45,75.63333333,265.86,India
42452,KOTA AERODROME,25.15,75.85,273,India
42453,SAWAI MADHOPUR,25.98333333,76.36666667,265,India
42456,SHEOPUR,25.66666667,76.68333333,234,India
42459,SHIVPURI,25.33333333,77.65,463,India
42460,DATIA,25.66666667,78.46666667,227,India
42463,JHANSI,25.45,78.6167,258,India
42467,NOWGONG,25.06666667,79.45,226,India
42468,ORAI,25.98333333,79.5,140,India
42469,HAMIRPUR,25.95,80.15,108.76,India
42471,FATEHPUR,25.1,80.83333333,114,India
42472,PRATAPGARH,25.9,81.95,99,India
42473,BANDA,25.4667,80.3667,120,India
42474,ALLAHABAD/GHOORPUR,25.30933889,81.80805556,107,India
42475,ALLAHABAD/BAMHRAULI,25.30934,81.80806,97,India
42477,JAUNPUR,25.75,82.68333333,80,India
42479,VARANASI/BABATPUR,25.449722,82.853889,81,India
42482,GHAZIPUR,25.4,83.55,66.48,India
42483,VARANASI,25.3,83.0167,88,India
42484,BALLIA,25.75,84.1667,62,India
42487,ARRAH,25.56666667,84.66666667,57.9,India
42488,CHAPRA,25.78333333,84.73333333,57,India
42492,PATNA,25.6,85.16666667,51,India
42498,BHAGALPUR,25.23333333,86.95,44,India
42499,SABAUR,25.23333333,87.06666667,37,India
42500,PURNEA,25.26666667,87.46666667,38,India
42503,MALDA,25.03333333,88.13333333,31,India
42506,BALURGHAT,25.21666667,88.78333333,25,India
42511,TURA (42511-0),25.51666667,90.23333333,370,India
42512,BARAPANI,25.7,91.96666667,893,India
42515,CHERRAPUNJI,25.25,91.73333333,1313,India
42516,SHILLONG,25.56666667,91.88333333,1598,India
42522,HAFLONG,25.16666667,93.01666667,682,India
42523,LUMDING,25.75,93.18333333,149,India
42527,KOHIMA,25.63333333,94.16666667,1406,India
42539,DEESA,24.2,72.2,135,India
42540,MOUNT ABU,24.6,72.71666667,1196,India
42542,UDAIPUR DABOK,24.616667,73.88333,508.63,India
42543,UDAIPUR,24.58333333,73.7,586,India
42546,CHITTORGARH,24.88333333,74.63333333,403,India
42547,NIMACH,24.46666667,74.9,494,India
42552,CHAMBAL/RAWAT BHATA,24.91666667,75.58333333,350,India
42555,JHALAWAR,24.53333333,76.16666667,320,India
42557,RAJGARH,24,76.71666667,380,India
42559,GUNA,24.65,77.31666667,480,India
42562,TIKAMGARH,24.76666667,78.83333333,344,India
42567,KHAJURAHO,24.98333333,79.91666667,217,India
42570,PANNA,24.71666667,80.16666667,350,India
42571,SATNA,24.56666667,80.83333333,317,India
42574,REWA,24.53333333,81.3,298,India
42577,SIDHI,24.41666667,81.86666667,270,India
42587,DALTONGANJ,24.05,84.06666667,221,India
42588,DEHRI,24.91666667,84.18333333,107,India
